movie_id,name,year,rank
4997,Aborto criminal,1973,
4998,Aborto de la naturaleza,2000,
4999,"Aborto No  Um Crime, O",1975,
5000,Aborto: Canta a la vida,1983,
5001,"Abortus, van breinaald tot politiek steekspel",1978,
5002,Abot hanggang sukdulan,1989,
5003,Abot kamay ang pangarap,1996,8.4
5004,Abott Bitt au convent,1925,
5005,Abou Ben Boogie,1944,
5006,Aboud ala el hedoud,1999,
5007,Abouna,2002,6.4
5008,About a Bout,1973,
5009,About a Boy,2002,7.5
5010,About a Girl,2001,7.7
5011,About a Girl,2004,
5012,About a Theological Situation in the Society of Spectacle,2001,
5013,About Adam,2000,6.5
5014,About Bananas,1935,
5015,About Conception and Contraception,1974,
5016,About Face,1924,
5017,About Face,1942,
5018,About Face,1952,5.1
5019,About Face,1994,
5020,About Face,2002,
5021,About Faces,1941,
5022,About Fallout,1955,
5023,About Fallout,1963,
5024,About Family Planning,1976,
5025,About Five Minutes,1999,
5026,About Georgia,1993,
5027,About Jeanne Moreau,1995,
5028,About Last Night...,1986,5.9
5029,About Love,1993,
5030,About Love,1999,
5031,About Love and Fly,1995,
5032,About Me: A Musical,1971,
5033,About Mrs. Leslie,1954,6.5
5034,About Pellan,1968,
5035,About Puberty and Reproduction,1974,
5036,About Sarah,1998,
5037,About Schmidt,2002,7.4
5038,About Sex,1970,
5039,About Tap,1985,
5040,About the White Bus,1968,
5041,About Time,1962,
5042,About Time,2002,
5043,About Us: The Dignity of Children,1997,
5044,About VD,1974,
5045,About Vivien,2000,
5046,Above & Below Maui,2003,
5047,Above & Beneath,2003,
5048,Above and Beyond,1952,6.4
5050,Above and Beyond,2001,4.5
5051,Above and Beyond: The Final Chapter,1994,
5052,Above Freezing,1998,4.7
5053,Above Par,1915,
5054,Above Rubies,1932,
5055,Above Suspicion,1943,6.4
5056,Above Suspicion,1995,6.3
5057,Above Suspicion,2000,5.7
5058,Above the Abyss,1915,
5059,Above the Clouds,1933,
5060,Above the Dust Level,1999,6.4
5061,Above the Horizon,1964,
5063,Above the Law,1914,
5064,Above the Law,1988,5.2
5065,Above the Limit,1900,3.2
5066,Above the Rim,1994,5.7
5067,Above the Speedway,1900,
5068,Above the Timberline: The Alpine Tundra Zone,1960,
5069,Above Us the Earth,1977,
5070,Above Us the Waves,1955,6.6
5071,Abr-O Aftaab,1997,
5072,Abra Cadabra,1983,
5073,Abracadabra,1952,
5074,Abracadabra,1989,
5075,Abracadabra,1993,6.9
5076,Abracadabra,1997,
5077,"Abrafaxe - Unter schwarzer Flagge, Die",2001,6.3
5078,Abraham,1994,
5079,Abraham and Isaac,1992,
5080,Abraham and the Opossum,1916,
5081,Abraham en Samuel,1989,
5083,Abraham Lincoln,1930,5.6
5084,Abraham Lincoln's Clemency,1910,
5085,Abraham's Odyssey,1998,
5086,Abrahams Gold,1990,9.3
5087,Abrantes,1933,
5088,Abrantes,1936,
5089,Abrantes,1937,
5090,Abrasasas,1984,
5091,Abraxas,2002,
5092,"Abraxas, Guardian of the Universe",1991,3.5
5093,"Abrazo partido, El",2004,7.1
5094,"Abrazo, El",1998,
5095,"Abrazos, tango en Buenos Aires",2003,
5096,Abre el helvtico,2003,
5097,Abre los ojos,1997,7.8
5098,"Abre tu fosa, amigo, llega Sbata...",1971,4.4
5099,"Abrechnung, Die",1963,
5100,Abrek Zaur,1926,
5101,Abrelatas,1999,
5102,"Abreuvoir, L'",1896,
5103,"Abriaa, El",1944,
5104,Abriendo fuego,1985,
5105,"Abrigo a cuadros, Un",1957,
5106,Abrigo Nuclear,1981,
5107,"Abriguito, El",1996,
5108,Abril de Girn,1966,
5109,Abril de Vietnam en el ao del gato,1975,
5110,Abril Despedaado,2001,7.6
5111,Abril no Minho,1978,
5112,Abrir las puertas del mar,1970,
5113,"Abrivade, L'",1963,
5114,Abroad with Two Yanks,1944,5.5
5115,Abrokanga malhara,1965,
5116,Abry,2003,
5117,Abrzame as,1996,
5118,Abs of Steel,1991,
5119,Absage an Viktoria,1977,
5120,Absalon,1912,
5121,"Abschiebung, Die",1985,
5122,Abschied,1930,6.3
5123,Abschied,1966,
5124,Abschied,1968,
5125,Abschied,1976,
5126,Abschied - Brechts letzter Sommer,2000,5.6
5127,Abschied in Berlin,1984,
5128,Abschied in den Tod,2001,
5129,Abschied vom Abschied,1974,
5130,Abschied vom blauen Land,1985,
5131,Abschied vom falschen Paradies,1989,3.9
5132,Abschied von Agnes,1994,
5133,Abschied von den Wolken,1959,5.6
5134,Abschied von gestern - (Anita G.),1966,
5135,Abschied von Hlderlin,1985,
5136,"Abschied, Der",1972,
5137,"Abschied, Der",2003,
5138,Abschiede,1986,
5139,Abschiedsbilder,1983,
5140,Abschiedsdisko,1990,
5141,Abschiedsvorstellung,1955,
5142,Abschiedswalzer,1934,6.5
5143,Abschminken,1984,
5144,Abseits,1959,
5146,Absence,1999,
5147,Absence Makes the Heart Grow Fonder,1925,
5148,"Absence of Emily, The",2003,
5149,"Absence of Light, The",2004,
5150,Absence of Malice,1981,6.8
5151,Absence of Malick,2003,
5152,Absence of the Good,1999,
5153,"Absence of War, The",1995,
5154,"Absence of Wings, The",2002,
5155,Absence Stronger Than Presence,1996,
5156,"Absence, L'",1976,
5157,"Absence, L'",1993,6.3
5158,"Absences du prsident, Les",1994,
5159,Absences rptes,1972,
5160,Absender unbekannt,1950,
5161,Absent,1928,
5162,Absent Friends,1985,
5163,Absent Minded,1930,
5164,Absent Minded Abe,1913,
5165,"Absent Minded Poet, The",1923,
5166,"Absent Minded Professor, The",1961,6.5
5167,Absent Minded Willie,1917,
5168,Absent Without Leave,1992,5.5
5169,"Absent, L'",1997,
5170,Absent-Minded Arthur,1910,
5172,"Absent-Minded Burglar, An",1912,
5173,"Absent-Minded Cupid, An",1909,
5174,"Absent-Minded Cupid, An",1914,
5175,"Absent-Minded Mother, An",1914,
5176,"Absent-Minded Professor, The",1988,
5177,"Absent-Minded Valet, The",1912,
5178,"Absent-Minded Waiter, The",1977,7.7
5179,"Absentee, The",1915,
5180,Absentminded,1925,
5181,Absinthe,1913,
5182,Absinthe,1914,
5183,Absolitude,2001,
5184,Absolon,2003,4.2
5185,Absolument cinma: Juliette Binoche,2000,
5186,Absolument fabuleux,2001,5
5187,Absolut 98 - Danmarks strste nytrsshow,1998,
5188,Absolut Warhola,2001,6.4
5189,Absolutamente Certo,1957,6
5190,Absolute Aggers and Torters,1969,
5191,Absolute Aggression,1996,2.3
5192,Absolute Beginners,1986,5.2
5193,Absolute Bliss,1993,
5194,Absolute Force,1997,6.3
5195,Absolute Giganten,1999,7.6
5196,Absolute Hell,1991,
5197,Absolute Power,1997,6.4
5198,Absolute Quiet,1936,5.8
5199,Absolute Quite: A Dialogue,1991,
5200,Absolute Sex,1993,
5201,Absolute Strangers,1991,
5202,"Absolute Treasure, An",1967,
5203,"Absolute Truth, The",1997,
5204,Absolute Zero,2001,6.2
5208,Absolutely Everybody,2000,
5209,Absolutely Fabulous: A Life,1998,
5210,"Absolutely Outrageous Adventures of the Politically Incorrect Bikini Babes of Arizona, The",1997,
5211,Absolutely Positive,1991,8.1
5212,Absolution,1978,5.3
5213,Absolution,2001,
5214,Absolution,2002,
5215,Absolution,2003,
5216,"Absolution of Anthony, The",1997,5.3
5217,"Absolution, L'",1922,
5218,Absolutt blmandag,1999,6.5
5219,Absolve,2000,
5220,Absorbing Junior,1936,
5221,"Absorbing Tale, An",1909,
5222,Absprung,1995,
5223,Abstand,1966,
5224,Abstecher,1992,
5225,Abstenganse curiosos,1974,
5226,Abstich,1998,
5227,Abstinence Makes the Heart Grow Fonder,1994,
5228,Abstinentie,1984,
5229,Abstract Cinema,1993,
5230,Abstracte films getekend op pellicule,1930,
5231,Abstraction in Blue,1994,
5232,Abstracto,1997,
5233,Abstrakte Oper Nr. 1,1978,
5234,Abstronic,1952,
5235,Absturz,1990,
5236,"Absturz, Der",1922,
5237,Absuelto para matar,1995,
5238,Absurd,1989,
5239,Absurd Person Singular,1985,
5240,"Absurde Mord, Der",1992,
5241,"Abtrnnige, Der",1927,
5242,Abu Ahmad,1960,
5243,Abu Dahab,1955,
5244,Abu el Banat,1973,
5245,Abu Hadid,1959,
5246,Abu Halmoos,1950,7.2
5247,Abu Halmus,1947,
5249,Abu Jamus,1997,
5250,Abu Kaliya,1990,
5251,Abu lail,1961,
5252,Abu Markb och de hundrade elefanter,1925,
5253,Abu Rajkhan Beruni,1974,
5254,Abu Salim fi Afriquia,1965,
5255,Abu Salim fil Medina,1962,
5256,Abu Salim rasul gharam,1963,
5257,Abu Zarifa,1937,
5258,Abu Zeid el Hilali,1947,
5259,Abu's Dungeon,1943,
5261,Abuela's Revolt,2001,
5262,"Abuelita atmica, Una",1958,
5263,Abuelita Charlestn,1962,
5264,"Abuelita de antes de la guerra, Una",1975,
5265,"Abuelita, La",1942,
5266,Abuelitos,1999,6
5267,"Abuelo Cheno y otras historias, El",1995,4.5
5268,Abuelo Made in Spain,1969,4.2
5269,"Abuelo tiene un plan, El",1973,3.4
5270,"Abuelo, El",1925,
5271,"Abuelo, El",1954,
5272,"Abuelo, El",1998,7.7
5274,Abuk Sabuk Bir Film,1990,8.4
5275,Abul eyoun garia,1959,
5276,Abul Hasan,1931,
5277,Abuna Messias,1939,
5278,Abunai hanashi mugen monogatari,1989,
5279,Abus de confiance,1938,5.9
5280,Abus de confiance,1992,
5281,Abus de mfiance,1997,
5284,Abuse,1996,
5285,Abuse of Power,1997,
5286,Abused,1997,
5288,Abusement Park,1947,5
5289,Abuso,2001,
5290,Abuso de autoridad,1998,
5291,Abuso de confianza,1950,
5292,Abuso di potere,1972,
5293,Abuso en el rancho,1997,
5294,Abuso: Case #6433,1997,
5295,Abusuan,1972,
5296,Abuzer Kadayif,2000,6.4
5297,"Abwab al Moghlaka, Al",1999,7.4
5298,Abwege,1928,8.1
5299,Abwrts,1984,6.6
5300,Abxang,2003,
5301,Aby bylo jasno,1979,
5302,Aby kwitlo zycie,1961,
5303,Abysmal Brute,1923,
5304,Abyss Live,2003,
5305,"Abyss, The",1914,
5306,"Abyss, The",1989,7.4
5308,"Abysses, Les",1963,
5309,Abyssinia,1935,
5310,"Abzocker - Eine eiskalte Affre, Die",2000,
5311,"Abcdaire de Gilles Deleuze, L'",1996,
5312,Abmes (2003/I),2003,
5313,AC Adventure 70,1970,
5314,AC/DC,1969,
5316,AC/DC 2,1995,
5317,AC/DC Hook Up 15,1987,
5318,AC/DC: Let There Be Rock,1980,8.6
5319,AC/DC: Live at Donington,1992,
5320,AC/DC: No Bull,1996,
5321,AC/DC: Stiff Upper Lip Live,2001,
5322,Acabaram-se os Otrios,1929,
5323,Acabemos de una vez,1975,
5324,Acacia,2003,5.3
5325,Acacia ggotippil dae,1962,
5326,Academia El Tango Argentino,1942,
5327,Academiata,2001,
5328,Academic Advances,1999,
5329,Academy,1992,
5330,Academy Award Review of Walt Disney Cartoons,1937,
5331,Academy Awards Shorts Program,1971,
5332,Academy Boyz,2001,8.9
5333,Academy Leader,1965,
5334,Academy Leader Variations,1987,
5335,Academy of Country Music Awards,1986,
5336,Academy of Country Music Awards,1994,
5337,Academy of Country Music Awards,2000,
5338,Academy of Country Music Awards,2001,
5339,Academy of Country Music Awards,2004,
5340,Academy of Country Music Pre-Show,2004,
5341,Academy of Country Music's 20th Anniversary Reunion,1986,
5342,"Academy of Country Music's Greatest Hits, The",1993,
5344,"Academy Romance, An",1914,
5345,"Academy, The",2003,
5346,"Acadian Connection, The",1995,
5347,Acadie libre,1969,
5348,"Acadie retrouve, L'",1995,
5349,Acadie  venir,1992,
5350,"Acadie, l'Acadie, L'",1971,
5351,"Acadiens de la dispersion, Les",1968,
5352,Acampamento Internacional Infante D. Henrique,1960,
5353,Acapulco,1952,
5354,Acapulco,1977,
5355,Acapulco,1991,
5356,Acapulco 12-22,1975,
5357,Acapulco a go-go,1967,
5358,Acapulco Black Film Festival,2000,
5360,Acapulco Gold,1978,4.1
5361,Acapulco Gold,2004,
5362,Acapulco Uncensored,1968,
5363,"Acapulco, prima spiaggia... a sinistra",1983,4.6
5364,Acapulquea,1959,
5365,Acar kardesler,1961,
5366,Acariciandome frente al espejo,1986,
5367,Acasa,1984,
5368,Acaso irreparable,1976,
5369,Accabonac Harbor,2002,
5370,Accadde a Parma,1988,
5371,Accadde a Weimar,1982,
5372,Accadde al commissariato,1954,6.3
5373,Accadde al penitenziario,1955,6.2
5374,Accadde di notte,1956,
5375,Accadde tra le sbarre,1955,
5376,"Accademia dei vent'anni, L'",1941,
5377,Accattone,1961,7.4
5378,Accelerator,1999,6.5
5379,Accent on Balance,1951,
5380,Accent on Girls,1935,
5381,Accent on Love,1941,
5382,Accent on Sex,1993,
5383,Accent on Youth,1935,
5384,"Accento perfetto, Un",1998,
5385,Acceptable Levels,1983,5.8
5386,Acceptable Risk,2001,
5387,Acceptable Risks,1986,
5388,Accepted,2005,
5389,"Accertamento, L'",2001,
5390,Access Code,1984,3.8
5391,Access Denied,1997,3.9
5392,Access to the Children,1973,
5393,"Accessible Arctic, The",1967,
5394,Acchan no bebi gyangu,1961,
5395,Acci-Dental Treatment,1929,
5396,Acciaio,1933,
5397,Accident,1967,7
5398,Accident,1973,
5399,Accident,1976,
5400,Accident,1985,
5401,Accident (1997/I),1997,4.3
5402,"Accident Attorney, The",1918,
5403,Accident by Design: Creating and Discovering Beauty,1998,
5404,Accident Insurance,1913,
5405,"Accident Policy, An",1915,
5406,"Accident, L'",1912,
5407,"Accident, L'",1963,
5408,"Accident, L'",1979,
5409,"Accident, The (1983/I)",1983,
5410,"Accident, The",1993,
5411,"Accident, The (1999/I)",1999,
5412,"Accident, The",2001,6.4
5413,"Accident: A Moment of Truth Movie, The",1997,
5414,Accidental Accidents,1924,
5415,"Accidental Alibi, An",1913,
5416,Accidental Babe,1993,
5417,"Accidental Baby, An",1914,
5418,"Accidental Bandit, The",1913,
5419,"Accidental Clue, An",1913,
5420,Accidental Death,1963,
5421,"Accidental Death of an Anarchist, The",1983,
5422,"Accidental Dentist, An",1913,
5423,"Accidental Detective, The",2003,
5424,Accidental Hero: Room 408,2002,
5425,Accidental Heroes,1918,
5426,"Accidental Honeymoon, The",1918,
5427,Accidental Husband,2005,
5428,Accidental Life,2004,
5430,Accidental Meeting,1994,
5431,"Accidental Millionaire, An",1912,
5432,Accidental Murder,2005,
5433,"Accidental Outlaw, An",1911,
5434,"Accidental Parson, An",1915,
5435,"Accidental Perfectionist, The",2004,
5437,"Accidental Servant, An",1913,
5438,"Accidental Shot, The",1913,
5440,"Accidental Tourist, The",1988,6.7
5441,Accidental Wealth,1922,
5442,Accidente,1965,
5443,Accidente 703,1962,
5444,"Accidente del personaje, El",2004,
5445,Accidente en el kilometro 253 del ferrocarril Mexico-Veracruz,1908,
5446,"Accidente, El",1998,
5447,Accidenti alla guerra!...,1948,
5449,Accidents,1988,4.7
5450,Accidents,2000,
5451,Accidents Can Happen,1926,
5452,Accidents in Space,2002,
5453,Accidents Will Happen,1900,
5454,Accidents Will Happen,1907,
5455,Accidents Will Happen,1911,
5456,Accidents Will Happen,1912,
5457,Accidents Will Happen,1915,
5458,Accidents Will Happen,1920,
5459,Accidents Will Happen,1922,
5460,Accidents Will Happen,1938,5.2
5461,Accidents Will Happen,1964,
5462,Accidents Won't Happen,1925,
5463,"Accidia, L'",1919,
5464,Acci Santos,1973,
5465,Accin mutante,1993,6.2
5466,"Accin para el futuro, Un",1983,
5467,"Accin torrencial de nuestros ros, La",1975,
5468,"Accomodating Cow, The",1902,
5469,"Accompagnateur, L'",1982,
5470,"Accompagnatrice, L'",1992,6.8
5471,Accompanied on the Tomtom,1910,
5472,Accomplice,1946,
5473,"Accomplice, The",1915,
5474,"Accomplice, The",1917,
5475,"Accomplished Mrs. Thompson, The",1914,
5476,Accompong - Schwarze Rebellen in Jamaica,1990,
5477,Accord final,1938,
5478,Accord parfait,1988,
5479,Accordi erotici,1987,
5480,According to Advice,1913,
5481,According to Hoyle,1922,
5482,According to Law,1912,
5483,According to Law,1916,
5484,According to Mrs. Hoyle,1951,
5485,According to Occam's Razor,1999,
5486,According to Plan: The Story of Modern Sidewalls for the Homes of America,1952,
5487,According to Seniority,1913,
5488,According to Spencer,2001,4.3
5489,According to St. John,1916,
5490,According to the Code,1916,
5491,According to the Rules,1972,
5492,According to Their Lights,1915,
5493,According to Value,1915,
5494,Accordion Joe,1929,
5495,Accords et  cris,2002,
5496,Accordon,2004,9.7
5497,Accouchement  domicile,1980,
5498,Account Closed,1955,
5499,Account of Monte Cristo,1925,
5500,Account Rendered,1932,
5501,Account Rendered,1957,5.2
5502,"Account, The",2004,
5503,"Accountant, The",1989,5.7
5504,"Accountant, The",1999,7.4
5505,"Accountant, The",2001,7.3
5506,"Accounting, The",1915,
5507,Accounts,1983,
5509,"Accroche coeur, L'",1938,
5510,Accroche toi y'a du vent,1962,
5511,Accroche-coeur,1987,
5512,"Accueil de jour, L'",2000,8.6
5513,"Accueil familial, vieillir comme chez soi, L'",1996,9
5514,"Accueil temporaire des personnes ges, ou le rpit des familles, L'",1994,9
5515,Accuracy First,1928,5.5
5516,"Accusateur, L'",1920,
5517,"Accusation of Broncho Billy, The",1913,
5518,"Accusation, The",1914,
5519,"Accusation, The",2003,
5520,Accused #1: Nelson Mandela,2004,
5521,Accused,1914,
5522,Accused,1925,
5523,Accused,1936,
5524,Accused of Murder,1956,5.7
5525,"Accused, The",1949,6.7
5526,"Accused, The",1953,
5527,"Accused, The",1988,7.1
5528,Accusing Evidence,1916,
5529,Accusing Finger (1915/I),1915,
5530,"Accusing Finger, The (1915/II)",1915,
5531,"Accusing Finger, The",1936,
5532,"Accusing Hand, The",1913,
5533,"Accusing Pen, The",1915,
5534,"Accusing Toe, The",1918,
5535,"Accuse, levez-vous!",1930,
5536,"Ace and a Joker, An",1918,
5537,Ace Combat 04: Shattered Skies,2001,
5538,Ace Drummond,1936,7.4
5539,Ace Eli and Rodger of the Skies,1973,5.8
5540,Ace High,1917,
5541,Ace High,1918,
5542,Ace High,1919,
5543,Ace Hits the Big Time,1985,
5544,Ace in the Hole,1942,6.3
5545,Ace in the Hole,1951,7.9
5546,Ace in the Hole,1993,
5548,Ace in the Hole,2002,
5550,Ace of Aces,1933,5.6
5551,Ace of Action,1926,
5552,Ace of Base the Sign: The Home Video,1994,
5553,Ace of Cactus Range,1924,
5554,"Ace of Cads, The",1926,
5555,"Ace of Clubs, The",1915,
5556,"Ace of Clubs, The",1926,
5557,"Ace of Death, The",1915,
5558,"Ace of Diamonds, The",1915,
5559,Ace of Hearts,1916,
5560,"Ace of Hearts, The",1915,
5561,"Ace of Hearts, The",1921,6.5
5562,Ace of Huskeys,1995,4.2
5563,"Ace of Scotland Yard, The",1929,
5564,Ace of Spades,1925,
5565,"Ace of Spades, The",1912,
5566,"Ace of Spades, The",1931,
5567,"Ace of Spades, The",1935,
5568,Ace of Spies,1925,
5569,Ace of the Law,1924,
5570,Ace of the Saddle,1919,2.7
5571,Ace Up My Sleeve,1976,4.5
5572,Ace Ventura,1996,
5573,Ace Ventura: Pet Detective,1994,6.2
5574,Ace Ventura: When Nature Calls,1995,4.9
5575,Aceeasi gara pentru doi,2002,
5576,"Aceite de oliva, El",1970,
5577,Aceite de perro,2001,
5578,Acele koca araniyor,1975,
5579,Acemi apkin,1964,
5580,Acequias de riego,1969,
5581,Acerca de la vida,2003,
5582,Acero 2000,1969,
5583,"Acero libertario, El",1937,
5584,Aces and Eights,1936,6.3
5585,Aces High,1976,6.1
5587,Aces Up,1931,
5588,Aces Wild,1936,6.1
5589,Aces: A Story of the First Air War,1993,
5590,Aces: Iron Eagle III,1992,3.2
5591,Acessos  Ponte Sobre o Tejo,1965,
5592,Acesti oameni,1971,
5593,Ach du Frhliche,1995,
5594,Ach du lieber Harry,1981,5.4
5595,Ach Egon!,1961,5.7
5596,Ach jodel mir noch einen,1974,3.7
5597,"Ach Shel Driks, Ha-",1994,7.4
5598,Ach! Such Crimes!,1916,
5599,"Ach, Boris...",1990,4.5
5600,"Ach, Du",1998,
5601,"Ach, du frhliche",1962,
5602,"Ach, so eine nette Person",1970,
5603,"Ach, t clovecina",1984,
5604,"Ach, wie gut, da niemand wei",1967,
5605,Achamillai Achamillai,1984,
5606,Achammakuttiyude Achayan,1998,
5607,Achan,1952,
5608,Achan Kombath Amma Varambath,1995,
5609,Achan Pattalam,1991,
5610,Achan Rajav Appan Jethavu,1995,
5611,Achanak,1973,8.9
5612,Achanak,1998,
5613,Achaneyanishttam,2001,
5614,Achani,1973,
5615,Achante Bharya,1971,
5616,Achante Kochumolku,2003,
5617,Achanum Bappayum,1972,
5618,Acharam Ammini Osaram Omana,1977,
5619,"Acharnes du sexe, Les",1974,
5620,Acharya Nandalal,1984,
5621,Acharya Prafulla Chandra Ray,1961,
5622,"Achatmurmel, Die",1960,
5623,Achchanai,1978,
5624,Achchhaji,1950,
5625,"Ache in Every Stake, An",1941,8.2
5626,Achena Atithi,1973,
5627,Acheronta atropos,1995,
5628,Aches and Snakes,1973,
5629,Achha Bura,1972,
5630,Achha Bura,1983,
5631,Achhut (1940/I),1940,
5632,Achhut (1940/II),1940,
5633,Achhut Kanya,1936,
5634,Achievement USA,1955,
5635,"Achievers, The",1997,
5636,Achieving,1979,
5637,Achieving Sexual Maturity,1973,
5638,Achille,1975,
5639,Achilles,1996,8.5
5640,Achilles en het zebrapad,1995,
5641,Achilles Heel,1991,
5642,Achilles Is a Heel,1963,
5643,Achilles' Love,2000,5.3
5644,Achillesferse,1978,
5645,Achilleshlen er mit vben,1979,
5646,Achime toigeunhaneun yeoja,1979,
5647,Achin Priya,1938,
5649,"Aching Void, An",1911,
5650,Aching Youths,1928,
5651,Achmed und Julia,1998,
5652,Achnai's Oven,1999,
5653,Achot K'tanah Achot G'dolah,1998,
5654,Achoti,2000,
5655,Achrei Ha'tzohoraim,1997,
5656,Achsensprung,1977,
5657,Achshav Rachmaninov,1998,
5658,"Acht Entfesselten, Die",1939,
5659,Acht Mdels im Boot,1932,
5660,Acht Stunden Zeit,1965,
5661,"Achte Gebot, Das",1988,
5662,"Achte Tag, Der",1980,
5663,"Achte Tag, Der",1990,6.3
5664,"Achte Todsnde: Gespensterjagd, Die",2001,
5665,"Achte Welt, Die",2002,
5666,Achten sie auf Meyer,1933,
5667,Achter de dijk met miek muts,1991,
5668,Achter de Einder,1994,
5669,Achter gesloten ogen,2001,
5670,Achter glas,1976,
5671,Achter glas,1981,
5672,Achter je muren,1970,
5673,Achteraf bekeken,1977,
5674,Achterbahn,1992,
5675,"Achtereenvolgens landden: Vidart, Vdrinnes en Beaumont",1911,
5676,Achtergrond,1993,
5677,Achterland,1994,3.2
5678,"Achterland, Het",2000,
5679,Achterloo,1988,
5680,Achttien,2002,
5681,Achtung,2001,
5682,Achtung - Fertig - Los!,1987,
5683,Achtung Grenze,1999,
5684,Achtung Harry! Augen auf!,1926,
5685,Achtung! Auto-Diebe!,1930,
5687,Achtung! Feind hrt mit!,1940,
5688,Achtung! Wer kennt diese Frau?,1934,
5689,"Achtung, fertig, Charlie!",2003,5.1
5690,"Achtung, Synkope",1958,
5691,"Achtzehnjhrigen, Die",1927,
5692,Achuvettante Veedu,1987,
5693,Aci,1971,
5694,Aci ask,1963,
5695,Aci gonul,2001,
5696,Aci gnler,1957,
5697,Aci hatiralar,1977,
5698,Aci hayat,1962,
5699,Aci hayat,1969,
5700,Aci inan,1968,
5701,Aci intikam,1968,
5702,"Aci reale, aci irreale",1997,
5703,Aci sevda,1958,
5704,Aci sevda,1972,
5705,Aci tesadf,1961,
5706,Aci tesadf,1966,
5707,Aci Turku,1967,
5708,Aci ve tatli,1962,
5709,Aci yillar,1968,
5710,Aci yol,1958,
5711,Aci zeytin,1961,
5712,Acid - delirio dei sensi,1968,
5716,Acid Girls,1969,
5717,"Acid House, The",1998,5.9
5718,Acid Is Groovy Kill the Pigs,1993,
5719,"Acid Mantra, or Rebirth of a Nation",1968,
5720,Acid Rain,1986,
5721,Acid Rain,1998,
5722,Acid Rain: A North American Challenge,1988,
5723,Acid Rain: Requiem or Recovery,1981,
5725,"Acid Test, The",1913,
5726,"Acid Test, The (1914/I)",1914,
5727,"Acid Test, The (1914/II)",1914,
5728,"Acid Test, The",1915,
5729,"Acid Test, The",1924,
5730,Acide anim,1999,5.8
5731,Acidente Geogrfico,2000,
5732,Acids of Virgin Music,1976,
5733,Acilar paylasilmaz,1989,
5734,Aclik,1974,9.4
5735,ACLU: A History,1998,
5736,Acme Rooms and Sweet Marjorie Russell,1994,
5737,Acne,2003,7.4
5738,"Aco, odluci se: Slavko Sohaj iznedu dvije ljubavi",1991,
5739,Acolo unde Carpatii ntlnesc Dunarea,1964,
5740,"Acomodador, El",1975,
5741,"Acompaamiento, El",1991,
5742,"Acompaante, El",1994,
5743,Acompame,1966,8
5744,Aconcagua,1964,
5745,Acontecimientos locales,1996,
5746,Acoperisul,1970,
5747,Acordar,2001,
5748,Acordati circumstante atenuante?,1984,
5749,"Acorden del diablo, El",2001,7.6
5750,"Acorn People, The",1981,
5751,Acorralada,1953,
5752,Acorralado,1984,
5753,Acorralados,1976,
5754,Acosada,1964,
5755,Acosada,1984,1.6
5756,Acosado,1991,
5757,Acosados por la mafia,1999,
5758,"Acosados, Los",1960,
5759,"Acoso, El",1965,
5760,Acoustique tour,2000,
5761,Acqua cheta,1933,
5762,Acqua e sapone,1983,6.1
5763,"Acqua li port via, L'",1949,
5764,"Acqua miracolosa, L'",1914,
5765,"Acqua... il fuoco, L'",2003,7.5
5767,Acquaria,2003,3.9
5768,Acquario,1996,
5769,Acquasanta Joe,1971,5
5770,Acquazzone in montagna,1913,
5771,Acque amare,1954,
5772,Acque di primavera,1942,
5773,"Acquired Taste, An",1981,
5774,Acquiring a Taste for Raffaella,1997,
5775,"Acquittal, The",1923,
5776,Acquitted,1916,
5777,Acquitted,1929,
5778,Acratas,2000,
5779,"Acre of Seats in a Garden of Dreams, An",1973,
5780,Acredito Que o Mundo Ser Melhor,1982,
5781,"Acreedores de August, Los",1991,
5782,Acres of Alfalfa,1914,
5785,Acri,1996,3.5
5786,Acrimony,2004,
5787,Acro-Batty,1942,
5788,Acrobacia em Automvel,1936,
5789,Acrobacias del corazn,2000,3.1
5790,"Acrobat's Dream, The",1915,
5791,"Acrobatas da Pedra Rolada, Os",2000,
5792,"Acrobate, L'",1941,
5793,"Acrobate, L'",1976,6.3
5794,"Acrobate, Le",1997,6.2
5795,Acrobatic Flies,1921,
5796,Acrobatic Monkey,1898,
5797,"Acrobatic Sex Cult, The",2000,
5798,Acrobats in Cairo,1901,
5799,Acrobatty Bunny,1946,7.2
5800,Acropol,1995,6.6
5801,Across,1997,
5802,Across 110th Street,1972,6.5
5803,Across America by Motor Car,1914,
5804,Across Arctic Ungava,1949,
5805,Across Brooklyn Bridge,1899,
5806,Across Five Aprils,1990,7.2
5807,Across the Alley,1913,
5808,Across the Atlantic,1914,
5809,Across the Atlantic,1928,
5810,Across the Atlantic,2003,
5811,Across the Badlands,1950,7.4
5812,Across the Border,1914,
5813,Across the Border,1922,
5814,Across the Bridge,1957,6.6
5815,Across the Burning Trestle,1914,
5816,Across the Continent,1913,
5817,Across the Continent,1922,
5818,Across the Court,1914,
5819,Across the Deadline,1922,
5820,Across the Deadline,1925,
5821,Across the Desert,1915,
5822,Across the Divide,1911,
5823,Across the Divide,1921,
5824,Across the Footlights,1915,
5825,Across the Great Divide,1913,
5826,Across the Great Divide,1915,
5827,Across the Great Divide,1976,5.8
5828,Across the Hall,1914,
5829,Across the Hall,1916,
5830,Across the Hall,2003,
5831,Across the Lake,1988,
5832,Across the Line,1916,
5833,Across the Line,2000,5.3
5834,Across the Mexican Border,1911,
