"director_id","movie_id"
"9023","10171"
"9031","3990"
"9031","5462"
"9040","4980"
"9055","4694"
"9055","5413"
"9062","9088"
"9072","4822"
"9083","657"
"9120","5792"
"9132","3550"
"9134","2000"
"9140","9033"
"9167","10400"
"9181","6605"
"9197","3405"
"9201","6933"
"9227","1658"
"9253","2584"
"9253","3379"
"9253","10044"
"9253","10298"
"9271","1005"
"9271","1014"
"9299","7520"
"9326","1150"
"9326","8496"
"9354","3243"
"9382","2511"
"9383","6584"
"9385","6995"
"9387","477"
"9402","9196"
"9417","5748"
"9428","5350"
"9430","1147"
"9478","2468"
"9479","6606"
"9503","8926"
"9510","4676"
"9521","5869"
"9530","3195"
"9531","8020"
"9534","1359"
"9534","2180"
"9534","2186"
"9534","9915"
"9537","1205"
"9565","37"
"9586","1000"
"9586","5182"
"9586","5808"
"9586","9995"
"9594","6568"
"9610","8445"
"9612","7478"
"9618","5809"
"9633","7232"
"9634","7556"
"9660","1578"
"9683","563"
"9687","5873"
"9687","8180"
"9691","3202"
"9693","965"
"9709","9647"
"9715","2896"
"9732","7766"
"9741","10067"
"9744","5360"
"9750","8482"
"9751","7681"
"9763","8525"
"9787","6057"
"9788","5409"
"9817","7655"
"9832","6748"
"9865","1378"
"9871","506"
"9875","7555"
"9889","7699"
"9918","10297"
"9919","5213"
"9920","4022"
"9920","5479"
"9932","58"
"9932","6834"
"9932","6838"
"9932","6844"
"9944","5786"
"9969","2881"
"9970","2"
"9985","8912"
"9985","8913"
"10012","7017"
"10045","8631"
"10066","5775"
"10066","8629"
"10079","1805"
"10079","1823"
"10092","9014"
"10108","2731"
"10112","2049"
"10119","3279"
"10121","3279"
"10124","1053"
"10148","7675"
"10191","4746"
"10194","3269"
